waterfront	滨水地区
ethnoarchaeology	文化群落考古学
tsutsugamushi	disease恙虫病
distressful	苦难重重的
distressful	苦难重重
distressful	不幸的
distressful	不幸
distressful	使苦恼的
distressful	使苦恼
austronesia	太平洋中南部诸岛
angler	钓鱼者
devoice	使浊音变清音
devoice	使清化
masan	马山
ozoniferous	含臭氧的
ozoniferous	含臭氧
ozoniferous	生臭氧的
ozoniferous	生臭氧
semiurban	半城市的
semiurban	半城市
semiurban	半都市的
semiurban	半都市
inedibility	不适于食用
fungivorous	食真菌的
fungivorous	食真菌
limpidity	清澈
limpidity	透明
granulate	成为粒状
crayonist	蜡笔画家
catwalk	桥上人行道
catwalk	狭小通道
acalephe	水母
molasses	糖蜜
sopapilla	油炸蜜糕
intrusive	打扰的
intrusive	打扰
intrusive	插入的
intrusive	插入
unific	倾向于联合的
unific	倾向于联合
cribriform	筛状的
cribriform	筛状
cribriform	有小孔的
cribriform	有小孔
kindly	和善的
kindly	和善
kindly	温和的
kindly	温和
kindly	好意的
kindly	好意
kindly	爽快的
kindly	爽快
kindly	温和地
kindly	温和
kindly	亲切地
kindly	亲切
caninity	狗性
caninity	狗类
extinguishable	可熄灭的
extinguishable	可熄灭
extinguishable	可绝灭的
extinguishable	可绝灭
venodilation	静脉扩张
eared	有耳的
eared	有耳
eared	有穗的
eared	有穗
eared	有把的
eared	有把
sententious	简洁的
sententious	简洁
sententious	警句的
sententious	警句
sententious	富于格言的
sententious	富于格言
sententious	很多说教式的
sententious	很多说教式
catilinarian	参与喀提林阴谋者
catilinarian	谋叛者
jingoism	主战论
jingoism	武力外交政策
jingoism	沙文主义
jingoism	侵略主义
bourne	小溪
bourne	目的地
bourne	目的
mistrust	不信任
mistrust	猜疑
mistrust	不信任
mistrust	猜疑
rga	Royal
rga	Garrison
rga	Artillery
rga	皇家要塞炮兵
unstring	把弦解下
unstring	使神经衰弱
witchery	巫术
witchery	魅力
cuso	Canadian
cuso	University
cuso	Services
cuso	Overseas
cuso	加拿大大学海外服务处
antielectron	正电子
antielectron	正子
lares	家庭守护神
dehydrate	脱水
resipiscence	认错
resipiscence	悔过
demonstrability	论证可能性
pyrolusite	软锰矿
discipleship	做弟子的身份
labiality	唇音性
proficiency	熟练
proficiency	精通
proficiency	熟练程度
viscidity	粘性
deracialize	使消除种族特征
deracialize	使消除种族观念
whensoever	无论何时
pleximeter	叩诊板
scv	Sons
scv	of
scv	Confederate
scv	Veterans
scv	南部联盟士兵遗孤组织
unhidden	不隐藏的
unhidden	不隐藏
unhidden	不掩盖的
unhidden	不掩盖
unhidden	不隐瞒的
unhidden	不隐瞒
unhidden	公开的
unhidden	公开
shereef	穆罕默德的后裔
shereef	阿拉伯国家的王子
gyrostabilized	陀螺稳定的
gyrostabilized	陀螺稳定
coronium	氪
pelasgi	贝拉斯基族
transude	渗出
bovine	迟钝的
bovine	迟钝
bovine	牛的
bovine	牛
bovine	似牛的
bovine	似牛
bovine	耐心的
bovine	耐心
prefrontal	额叶前部的
prefrontal	额叶前部
prefrontal	前额的
prefrontal	前额
osmanthus	木犀属植物
monde	时髦社交界
monde	上流社会
helvetian	赫尔维蒂的
helvetian	赫尔维蒂
helvetian	瑞士人的
helvetian	瑞士人
helvetian	赫尔维蒂人
helvetian	瑞士人
telefoto	=telephoto
jacobin	法国雅各宾派
jacobin	雅各宾党人
jacobin	雅各宾派及其政策的
jacobin	雅各宾派及其政策
jacobin	毛领鸽
satinpod	缎花
misfire	不发火
jaculatory	投掷的
jaculatory	投掷
octahedra	octahedron
octahedra	的复数
surroyal	鹿角冠上的头叉之一
chloridize	用氯化物处理
chloridize	涂氯化银
chloridize	氯化
anisometropia	屈光参差症
carpolite	石子
philobiblic	爱书的
philobiblic	爱书
philobiblic	爱好文学的
philobiblic	爱好文学
outward	外面的
outward	外面
outward	外表的
outward	外表
outward	公开的
outward	公开
outward	向外的
outward	向外
outward	外出的
outward	外出
outward	向外
outward	在外
outward	表面上
outward	外表
outward	周围世界
chauvinism	盲目的爱国心
chauvinism	沙文主义
hawkshaw	侦探
colonus	封建时代初期之农奴
glucagon	胰高血糖素
glucagon	胰增血糖素
pragmatize	使实际化
pragmatize	合理地解释
splashboard	挡泥板
seismonastic	感震的
seismonastic	感震
ascomycete	子囊菌类的草
gairish	=garish
tithonia	肿柄菊
vexillate	有旗瓣的
vexillate	有旗瓣
lichenize	使……长满青苔
lichenize	覆以地衣
sublime	庄严的
sublime	庄严
sublime	崇高的
sublime	崇高
sublime	壮观的
sublime	壮观
sublime	卓越的
sublime	卓越
sublime	极端的
sublime	极端
sublime	异常的
sublime	异常
sublime	提高
sublime	升华
sublime	庄严
sublime	崇高
sublime	顶点
bopomofo	汉语拼音字母
autogamy	自体受精
autogamy	自核交配
bedabble	泼脏
bedabble	泼湿
widespread	分布广泛的
widespread	分布广泛
widespread	普遍的
widespread	普遍
hyalogen	透明蛋白原
auc	ab
auc	urbe
auc	condita(=in
auc	the
auc	year
auc	since
auc	the
auc	founding
auc	of
auc	the
auc	city
tribade	女子同性恋
tribade	扮男性的女性
camporee	童子军露营
bodily	身体的
bodily	身体
bodily	肉体上
bodily	亲自地
bodily	亲自
bodily	全部
harvesting	收获
harvesting	收获
catenary	悬链线
catenary	悬链线的
catenary	悬链线
bepuzzle	使困惑
ostrich	鸵鸟
ostrich	鸵鸟般的人
lira	里拉
salomonian	所罗门的
salomonian	所罗门
underclothes	内衣
underclothes	贴身衣
radiovisor	电视
mitose	发生有丝分裂
hyperthymia	情感增盛
hyperthymia	心情激越
nuggar	大驳船
haybag	女人
haybag	娘们
abranchial	无鳃的
abranchial	无鳃
abranchial	无鳃类的
abranchial	无鳃类
unpatriotic	不爱国的
unpatriotic	不爱国
unpatriotic	无爱国心的
unpatriotic	无爱国心
rosy	蔷薇色的
rosy	蔷薇色
rosy	玫瑰红色的
rosy	玫瑰红色
suplex	后拉抱
overmountain	位于山上的
overmountain	位于山上
overmountain	住在山上的
overmountain	住在山上
stannary	锡矿山
stannary	锡矿区
aare	阿勒河
elaborate	精心制作的
elaborate	精心制作
elaborate	详细阐述的
elaborate	详细阐述
elaborate	精细
elaborate	精心制作
elaborate	详细阐述
elaborate	详细描述
exclamation	惊呼
exclamation	感叹惊叹
exclamation	惊叹词
bedrizzle	用细滴润湿
vilyui	维柳伊河
transplacental	经胎盘的
transplacental	经胎盘
interstation	台际的
interstation	台际
sextupole	六极的
sextupole	六极
entrepreneuse	女创业家
entrepreneuse	女主办人
saucerman	乘坐飞碟的外星人
collaborate	合作
collaborate	通敌
rifacimento	改编
rifacimento	改写
fuzz	细毛
fuzz	绒毛
fuzz	警员
fuzz	变成绒毛状
fuzz	作绒毛状飞散
fuzz	起毛
fuzz	使模糊
prefectural	地方官的
prefectural	方官
gippo	汤
gippo	肉汁
fjp	Federation
fjp	of
fjp	Jewish
fjp	Philanthropies
fjp	of
fjp	New
fjp	York纽约犹太慈善团体联合会
garni	配有饰菜的
garni	配有饰菜
tensile	可拉长的
tensile	可拉长
tensile	可伸长的
tensile	可伸长
tensile	张力的
tensile	张力
tensile	拉力的
tensile	拉力
dauphiness	法国皇太子的妃
dauphiness	王太子的妻子
dauphiness	王妃
aiglet	带端的金属尖头
tractably	驯良地
tractably	驯良
tractably	温顺地
tractably	温顺
bladdernut	省沽油
bladdernut	省沽油的荚果
fettle	状态
fettle	情绪
fettle	殴打
fettle	修补
fettle	整顿
aviette	小型滑翔机
hecatonstylon	百柱式建筑物
rebound	回弹
rebound	回弹
kooky	怪人的
kooky	怪人
kooky	乖僻的
kooky	乖僻
ester	酯
heterosporous	具异形孢子的
heterosporous	具异形孢子
kbp	king''s
kbp	bishop''s
kbp	pawn
kbp	王翼象前兵
vermis	蚓体
invocatory	祈求的
invocatory	祈求
invocatory	祈愿的
invocatory	祈愿
proofplane	验电板
theatricals	戏剧
superciliousness	傲慢
kago	日本轿子
metamorphosize	=metamorphose
yellowwood	产黄色木材的各种树
yellowwood	黄色木材
yellowwood	香槐
codling	未熟的小苹果
codling	幼鳕
phocine	海豹的
phocine	海豹
phocine	像海豹的
phocine	像海豹
citify	使都市化
nine	九
nine	九个
noblest	高贵的
noblest	高贵
noblest	华丽的
noblest	华丽
conferment	给予
conferment	商量
conferment	授予
brugge	=Bruges
geanticline	大背斜层
reif	赃物
reif	抢夺
cherubim	智天使
cherubim	小天使
penetrable	可穿透的
penetrable	可穿透
regan	里根
separative	有分离倾向的
separative	有分离倾向
separative	分离性的
separative	分离性
reafforestation	重新植林
excitated	激发
excitated	激发
descriptor	描述符
chinaware	陶瓷器
embryotic	萌芽期的
embryotic	萌芽期
embryotic	初期的
embryotic	初期
embryotic	未成熟的
embryotic	未成熟
embryotic	未发育好的
embryotic	未发育好
obbligato	伴奏
obbligato	不可缺少的
obbligato	不可缺少
spleenful	脾气坏的
spleenful	脾气坏
concinnate	将……作巧妙和谐的配合或拼凑
primogenitary	长嗣继承的
primogenitary	长嗣继承
habitation	居住
habitation	生活环境
habitation	住所
doughy	面团的
doughy	面团
doughy	苍白的
doughy	苍白
doughy	半熟的
doughy	半熟
geotaxis	趋地性
bordereau	备忘录
bordereau	照会
subadolescent	=preadolescent
amok	杀人狂
amok	狂乱地
amok	狂乱
amok	杀气腾腾地
amok	杀气腾腾
adnex	述语
subsist	生存
subsist	存在
subsist	供养
proselytism	改变信仰
proselytism	劝诱
assignments	分配
nominate	提名
nominate	推荐
nominate	任命
nominate	命名
arms	武器
arms	兵种
somnifacient	催眠药
somnifacient	安眠药
substratosphere	亚同温层
hardhat	建筑工人
hardhat	主张使用暴力的保守份子
hardhat	需要戴安全帽的
hardhat	需要戴安全帽
polymath	博学者
gyrograph	旋转次数测度器
potpourri	花香
potpourri	肉菜杂烩
dividual	分开的
dividual	分开
dividual	分享的
dividual	分享
dividual	可分割的
dividual	可分割
comedown	衰落
comedown	丧失
dankish	潮湿的
dankish	潮湿
dankish	阴湿的
dankish	阴湿
dobeying	洗衣服
similitude	相似
similitude	外表
cracker	饼干
cracker	爆竹
cracker	胡桃夹
cracker	解密高手
extrovertish	外向者的
extrovertish	外向者
extrovertish	如外向者的
extrovertish	如外向者
imagine	想象
imagine	设想
inadmissible	不许可的
inadmissible	不许可
inadmissible	难承认的
inadmissible	难承认
hough	踝关节
hough	足部的脚腕
hough	割断踝腱使成残废
viremia	=viraemia
irenicon	和平提议
amazingly	可惊地
amazingly	可惊
amazingly	令人惊讶地
amazingly	令人惊讶
whipsaw	狭边钩齿粗木锯
whipsaw	双重不利的事物
whipsaw	用粗木锯锯
whipsaw	使受双重损失
whipsaw	利用一方打击另一方
divesture	=divestiture
ghyll	峡谷
ghyll	溪流
mechanics	技巧
mechanics	结构
excrete	排泄
excrete	分泌
manifesto	宣言
manifesto	声明
shanghailander	上海人
cryptorchid	患隐睾病的人
unshirted	不穿衬衫的
unshirted	不穿衬衫
unshirted	赤裸裸的
unshirted	赤裸裸
unshirted	不加装饰的
unshirted	不加装饰
leaper	跳跃者
haloplankton	生长在盐质环境的浮游生物
haloplankton	海洋浮游生物
parament	装饰帘帷
parament	礼罩
parament	祭台布
unicolor	单色的
unicolor	单色
bucko	欺凌弱小者
logging	伐木搬运业
philtre	催情药
philtre	春药
philtre	刺激
philtre	使兴奋
cocaine	古柯碱
cocaine	可卡因
drably	单调乏味地
drably	单调乏味
drably	无生气地
drably	无生气
drably	无光彩地
drably	无光彩
feazings	拆散的绳端
withershins	逆时针方向地
withershins	逆时针方向
withershins	左向转动地
withershins	左向转动
nonfissionable	不能产生核子分裂的
nonfissionable	不能产生核子分裂
windbag	风囊
windbag	饶舌之人
edificatory	启迪的
edificatory	启迪
edificatory	教诲的
edificatory	教诲
edificatory	开导的
edificatory	开导
screenings	筛屑
screenings	筛后残余的物
ebu	European
ebu	Broadcast
ebu	Union
ebu	欧洲广播联盟
unilateralization	单向化
destitute	困穷的
destitute	困穷
destitute	缺乏的
destitute	缺乏
meticulous	小心翼翼的
meticulous	小心翼翼
bisectrix	等分线
kremlin	克里姆林宫
gimbalsring	=gimbal
champak	=champac
gilly	侍从
gilly	男仆
subacid	略带酸味的
subacid	略带酸味
mandora	大型曼陀琳
unconspicuous	不明显的
unconspicuous	不明显
unconspicuous	不引人注目的
unconspicuous	不引人注目
shiftless	想不出办法的
shiftless	想不出办法
shiftless	偷懒的
shiftless	偷懒
shiftless	无能的
shiftless	无能
septemvir	七执政官之一
suction	吸入
suction	吸力
suction	抽气
suction	抽气机
suction	抽水泵
suction	吸引
refashion	再做
refashion	重制
oaf	呆子
oaf	畸形儿
cancelation	=cancellation
excommunicable	可革出教会的
excommunicable	可革出教会
excommunicable	应革出教会的
excommunicable	应革出教会
maderization	呈现褐色
dentist	牙科医生
sodality	联谊会
favose	形似蜂巢的
favose	形似蜂巢
fervor	热情
fervor	热烈
fervor	炽热
obediently	服从地
obediently	服从
obediently	顺从地
obediently	顺从
obediently	忠顺地
obediently	忠顺
hello	喂
hello	哈罗
frondescent	长树叶的
frondescent	长树叶
frondescent	多叶的
frondescent	多叶
harbourless	无港的
harbourless	无港
harbourless	无避难所的
harbourless	无避难所
hieroglyphical	象形文字
hieroglyphical	象形文字的文章
depredation	掠夺
depredation	破坏痕迹
spiroid	螺旋形的
spiroid	螺旋形
boned	骨骼的
boned	骨骼
boned	去骨的
boned	去骨
dogfight	混战
dogfight	空战
dogfight	狗咬狗
dogfight	缠斗
dogfight	在空中缠斗
sdk	Software
sdk	Development
sdk	Kit
sdk	软件开发工具包
meditate	想
meditate	考虑
meditate	沉思
meditate	冥想
ghastful	恐怖的
ghastful	恐怖
praecipitatio	降水性
exoelectron	外激电子
candytuft	屈曲花属植物
trochelminth	担轮动物
ipecacuanha	吐根
ipecacuanha	吐根树
geographical	地理学的
geographical	理学
geographical	地理的
geographical	理
evenminded	沉着的
evenminded	沉着
evenminded	平静的
evenminded	平静
evenminded	镇定的
evenminded	镇定
kinkled	有小纽结的
kinkled	有小纽结
kinkled	卷曲的
kinkled	卷曲
tunny	金枪鱼
trepanner	环截式采煤机
autocephalous	独立的
autocephalous	独立
autocephalous	自治的
autocephalous	自治
shown	show的过去分词
hermaphrodism	=hermaphroditism
hyperborean	寒冷的
hyperborean	寒冷
rifling	装膛线
rifling	膛线
station	位置
station	岗位
station	地位
station	身份
station	……局
station	……站
station	驻扎
station	配置
laywoman	layman
laywoman	的女性形
uproot	连根拔起
uproot	根除
absolutory	给予赦免的
absolutory	给予赦免
absolutory	给予宽恕的
absolutory	给予宽恕
suojure	凭自身的权利
infrequence	很少发生
infrequence	罕见
extrachromosomal	染色体外的
extrachromosomal	染色体外
ectogenous	外生的
ectogenous	外生
ectogenous	体外生活的
ectogenous	体外生活
rubrication	红字
rubrication	印红色
sophistic	诡辩的
sophistic	诡辩
sophistic	强词夺理的
sophistic	强词夺理
mutably	无常地
mutably	无常
mutably	性情不定地
mutably	性情不定
uml	Unified
uml	Modeling
uml	Language
uml	统一语言模式
driveway	车道
municipally	市政上
municipally	市制上
planetary	行星的
planetary	行星
profundity	深度
profundity	深处
profundity	深奥
profundity	深刻
plerom	中柱原
extirpate	消灭
extirpate	根除
extirpate	毁灭
extirpate	摘除
ectotrophic	体外营养的
ectotrophic	体外营养
ectotrophic	外生的
ectotrophic	外生
galatea	白底蓝直条的上等棉布
novitiate	见习期
reductionism	简化论
reductionism	简化法
latinise	译成拉丁语
milksop	懦弱的人
polyonymosity	一人多名
polyonymosity	一物多名
carey	凯里
walk	步
walk	行
walk	走
walk	步行
walk	散步
walk	步
walk	行道
triradiate	向三方射出的
triradiate	向三方射出
understrength	力量不足的
understrength	力量不足
understrength	人员不足的
understrength	人员不足
sonority	响亮
sonority	响亮程度
hebrides	赫布里底群岛(被小明奇海峡分为内赫布里底群岛
oxalacetic	=oxaloacetic
squiteague	=squeteague
perpetrate	犯
attributable	可归于……的
attributable	可归于……
vulture	秃鹰
vulture	贪婪的人
diversify	使多样化
diversify	作多样性的投资
tacitean	似塔西佗文风的
tacitean	似塔西佗文风
tacitean	简洁且多警句的
tacitean	简洁且多警句
berliner	柏林市民
dietetics	营养学
avengement	报仇
avengement	复仇
condolence	哀悼
condolence	吊唁
gley	潜育土
brio	元气充沛
brio	生动
baculine	棒的
baculine	棒
baculine	鞭刑的
baculine	鞭刑
pediculus	虱
zincy	似锌的
zincy	似锌
zincy	含锌的
zincy	含锌
inapprehension	不能理解
inapprehension	不可解
sensitive	敏感的
sensitive	敏感
sensitive	灵敏的
sensitive	灵敏
sensitive	感光的
sensitive	感光
tankship	油船
confusable	易被混淆的
confusable	易被混淆
halftone	半音
halftone	中间色
halftone	网板
araeosystyle	对柱式建筑
araeosystyle	对柱式的
araeosystyle	对柱式
arginine	精氨酸
ironwork	铁制品
ironwork	铁制部分
amputate	切除
geo	海门口
geo	陡壁峡口
geo	长狭潮道
ekistics	城高及区域的规划学
dolt	呆子
dolt	傻瓜
dolt	笨蛋
garvey	加维驳船
serviette	餐巾
cooperativity	协同
metascope	红外线显示器
mattoid	半疯子
mattoid	精神病边缘者
xciii	罗马数字
xciii	93
numhead	=numbhead
uvula	悬雍垂
uvula	小舌
renew	使更新
renew	使恢复
renew	重申
renew	补充
renew	续借
renew	复兴
renew	更新
renew	重新开始
anopia	上斜眼
anopia	无眼
gunpaper	经硝酸处理后能爆炸的纸
spindle	锭子
spindle	纺锤
spindle	细长的人
spindle	轴
spindle	杆
spindle	心轴
spindle	长得细长
spindle	装锭子于
spindle	锭子的
spindle	锭子
spindle	锭子似的
spindle	锭子似
cardoon	刺棘蓟
showplace	名胜地
showplace	名胜
showplace	剧院
breezy	有微风的
breezy	有微风
breezy	通风好的
breezy	通风好
breezy	活泼的
breezy	活泼
breezy	轻松愉快的
breezy	轻松愉快
iniquitously	不正地
iniquitously	不正
iniquitously	非法地
iniquitously	非法
purificant	洁净剂
purificant	净化剂
amos	阿摩司
amos	阿摩司书
amos	中的一卷
abscess	脓肿
abscess	砂眼
anguifauna	蛇区系
meritocrat	精英领导阶级的一员
meritocrat	精英管理班子的一员
unlucky	不幸的；不吉的
unlucky	不幸的；不吉
indoor	户内的
indoor	户内
indoor	室内的
indoor	室内
fetwa	判决
gotama	=Gautama
fairness	公平
fairness	正直
fairness	美好
fairness	明亮
fairness	清晰
fairness	适当
fairness	顺利性
lubber	粗笨的
lubber	粗笨
lubber	笨拙的
lubber	笨拙
lubber	傻大个
hexyl	己基的
hexyl	己基
traditionarily	传统上
restive	难控制的
restive	难控制
allusion	提及
allusion	暗示
hydroborate	=borohydride
os	骨
os	孔
os	Operating
os	System
os	操作系统
os	Old
os	style
os	西洋旧历
os	儒略历
os	Os
os	元素锇
darrell	达雷尔
cumulative	累积的
cumulative	累积
ichthyophagist	食鱼的人
ichthyophagist	以鱼为主食的人
corrasive	侵蚀的
corrasive	侵蚀
exocardia	异位心
inventory	详细目录
inventory	存货
inventory	财产清册
inventory	总量
stepbrother	同父异母
deglaciation	冰川的消失
semicircle	半圆形
tearing	撕开的
tearing	撕开
tearing	痛苦的
tearing	痛苦
cravenly	胆怯地
cravenly	胆怯
cravenly	胆小地
cravenly	胆小
amy	艾米
warden	典狱官
warden	看守人
warden	学监
warden	区长
warden	一种冬梨
pentaborane	戊硼烷
told	tell的过去式和过去分词
convict	证明……有罪
convict	宣告……有罪
convict	罪犯
adamic	亚当的
adamic	亚当
youngly	年纪尚轻时
youngly	以适合年轻人的方式
emi	百代唱片公司
emi	Electro
emi	Magnetic
emi	Interference
emi	电磁干扰
wise	英明的
wise	英明
wise	明智的
wise	明智
wise	慎虑的
wise	慎虑
wise	聪明的
wise	聪明
wise	博学的
wise	博学
wise	明白的
wise	明白
wise	贤明的
wise	贤明
wise	狡猾的
wise	狡猾
wise	知道
wise	告诉
wise	劝导
wise	方法
wise	方式
egodystonic	自我失调的
egodystonic	自我失调
egodystonic	与自我不相容的
egodystonic	与自我不相容
joinery	细木匠业
joinery	木工职业
stickjaw	粘牙的糖果
roadbed	路基
oceanological	海洋学的
oceanological	海洋学
oceanological	有关海洋学的
oceanological	有关海洋学
mycobacterium	分支杆菌
incoherence	不连贯
incoherence	语无伦次
incoherence	无内聚力
tcp	Transfer
tcp	Control
tcp	Protocol
tcp	传输控制协议
tcp	/TCP/IP软件
tcp	/TCP/IP栈
tcp	/用于网络的一组通讯协议
tcp	包括IP
tcp	/TCP/IP衛
tcp	suite//TCP/IP协议栈
jakarta	雅加达
goatee	山羊胡子
goatee	胡子
angular	有角的
angular	有角
spurt	喷出
spurt	迸发
spurt	冲刺
martial	战争的
martial	战争
martial	军事的
martial	军事
martial	尚武的
martial	尚武
martial	威武的
martial	威武
irrepatriable	无法送还故国
tricerium	三支烛台
kimchi	朝鲜泡菜
surpassingly	卓越地
surpassingly	卓越
surpassingly	超群地
surpassingly	超群
ufo	不明飞行物
pantechnicon	家具仓库
pantechnicon	家具搬运车
histamine	组胺
inedita	未发表的文学作品
ctenophora	栉水母类
febrifuge	解热药
febrifuge	退热药
febrifuge	退热的
febrifuge	退热
febrifuge	解热的
febrifuge	解热
winsome	迷人的
winsome	迷人
thaddaeus	达太
lacus	湖
spicily	香地
spicily	香
spicily	讽刺地
spicily	讽刺
spicily	痛快地
spicily	痛快
spicily	下流的
spicily	下流
galvanometer	检流计
wickedly	坏透地
wickedly	坏透
wickedly	不愉快地
wickedly	不愉快
wickedly	顽皮地
wickedly	顽皮
hearsay	谣言
hearsay	传闻
hearsay	道听途说
hearsay	传闻的
hearsay	传闻
xtra	电讯术语
xtra	字母X
rhythmicity	节奏性
rhythmicity	韵律性
alexandria	亚历山大大帝
haustellum	吸器
eel	鳗鲡
eel	美洲鳗
eel	蛇形鱼类
eel	油滑的人
steep	陡峭的
steep	陡峭
steep	险峻的
steep	险峻
steep	急剧升降的
steep	急剧升降
steep	不合理的
steep	不合理
steep	悬崖
steep	峭壁
steep	浸渍
steep	浸渍液
steep	浸
steep	泡
steep	沉浸
protocol	草案
protocol	协议
underpeopled	=underpopulated
turtleburger	海龟肉汉堡包
queasily	令人恶心地
queasily	令人恶心
putty	油灰
putty	灰泥
putty	用油灰接合
snallygaster	斯纳利加斯特
lutetian	Lutetia
lutetian	古名的
lutetian	古名
lutetian	巴黎的
lutetian	巴黎
pewter	白蜡
pewter	奖赏
devalorize	使减价
devalorize	使贬值
bested	在……境遇的
bested	在……境遇
reradiate	再辐射
blaspheme	亵渎
blaspheme	咒骂
blaspheme	辱骂
clavicytherium	立地型大键琴
exility	稀少
exility	纤细
chemitype	化学制版
fleeceable	可以欺诈的
fleeceable	可以欺诈
fleeceable	易受欺诈的
fleeceable	易受欺诈
reiterant	反复的
reiterant	反复
habituation	适应
urography	尿路造影术
unwed	没有结婚的
unwed	没有结婚
unwed	未婚的
unwed	未婚
vashti	瓦实提
faveolus	小凹
faveolus	肺泡
aba	毛织物
aba	长袍
colourize	给……着色
colourize	使有色彩
colourize	着彩色于
inhumanly	无人情味地
inhumanly	无人情味
inhumanly	残忍地
inhumanly	残忍
jigsaw	竖锯
jigsaw	用竖锯锯
hpgc	heading
hpgc	per
hpgc	gyrocompass
hpgc	按陀螺罗经航向
overdesign	超安全标准设计
phantasmagoria	9fAntAzmE`^CrI/
phantasmagoria	千变万化的风綞l/
phantasmagoria	=phantas
phantasmagoria	幻灯的一种
risc	Reduced
risc	Instruction
risc	Set
risc	Computer
risc	精简指令集计算机
microgamete	小配子
rumply	弄绉的
rumply	弄绉
rumply	压绉的
rumply	压绉
cupping	杯吸法
cupping	拔火罐
scary	引起惊慌的
scary	引起惊慌
megaloblast	巨成红细胞
megaloblast	幼巨红细胞
megaloblast	巨母红细胞
disagreeables	不愉快的事物
perchromate	过铬酸盐
bazar	市场
piggyback	骑在背肩上的
piggyback	骑在背肩上
piggyback	在背上
piggyback	在肩上
micell	=micelle
securable	可得到的
securable	可得到
extravehicular	/
extravehicular	太縅lE獾
keister	小提包
keister	手提皮箱
keister	屁股
breadthwise	横向地
breadthwise	横向
isobutylene	异丁烯
retrad	向后地
retrad	向后
percentum	百分比
leapt	leap的过去式及过去分词
greensand	绿砂
demonologist	鬼神学家
corotate	同步旋转
corotate	作同速旋转
caac	中国民航
unorderly	混乱的
unorderly	混乱
unorderly	杂乱的
unorderly	杂乱
forebrain	前脑
forebrain	壮年人发达的脑部
cordiality	诚实
cordiality	郑重
cordiality	诚恳
decisive	决定性的
decisive	决定性
intuitionalist	=intuitionist
tintack	镀锡的大头钉
ergogram	肌力描记波
ergogram	肌功波
diseaseful	产生细菌的
diseaseful	产生细菌
diseaseful	不健康的
diseaseful	不健康
trephination	环钻术
trephination	环锯术
cannon	大炮
cannon	加农炮
cannon	炮轰
stake	树桩
dilettantist	=dilettantish
enow	足够的
enow	足够
enow	充分的
enow	充分
band	带子
band	镶边
band	波段
band	队
band	乐队
band	联合
band	结合
initiating	开始
cervelat	熏香肠
anthropomorphic	AnWrEpEJ5mC:fst//
anthropomorphic	神、人同形ze/9AnWrEpEJ`mR:fIk/
anthropomorphic	神、人同Izm/
anthropomorphic	神、人屯壅
catspaw	受人利用者
benthal	海底
benthal	水底
benthal	海底的
benthal	海底
kiang	西藏野驴
overthrew	overthrow的过去式
membranate	膜的
membranate	膜
membranate	似膜的
membranate	似膜
membranate	有膜的
membranate	有膜
ingush	英古什人
soutane	神父的法衣
soutane	修士以往所穿的黑色长袍
greenwing	绿翅鸭
greenwing	巴鸭
moderator	缓和剂
pediatric	小儿科的
pediatric	小儿科
mall	购物商场
mall	商业街
mall	林荫路
downwind	顺风的
downwind	顺风
downwind	顺风
exequatur	领事证书
exequatur	许可证书
coowner	共同所有者
coowner	共有者
chilean	智利人
chilean	智利人所说的西班牙语
iontophoresis	离子电渗疗法
iontophoresis	电离子透入疗法
curator	馆长
curator	监护人
fatimid	法蒂玛王朝君主
fatimid	法蒂玛的后裔
vineyardist	葡萄园主
vineyardist	葡萄栽培人
prooestrus	发情前期
enhalo	使有光环
enhalo	使生光彩
doubledome	有高度文化修养的人
snipe	鹬
snipe	香烟屁股
snipe	狙击
snipe	被开玩笑的人物
snipe	猎鸟
snipe	狙击
snipe	诽谤
snipe	狙击
jissom	精液
goober	落花生
goober	花生
pashalic	pasha
pashalic	的领地
pashalic	领
programmable	可设计的
programmable	可设计
programmable	可编程的
programmable	可编程
pickin	小孩
fortyfold	四十倍的
fortyfold	四十倍
panchromatic	全色的
panchromatic	全色
specifical	=specific
lamentableners	可悲
lamentableners	可怜
lamentableners	拙劣
husk	皮
husk	无价值之物
husk	剥……的壳
husk	削皮
vichy	维希
filtration	过滤
filtration	筛选
sniffy	嗤之以鼻的
sniffy	嗤之以鼻
sniffy	自命不凡的
sniffy	自命不凡
saran	莎纶
saran	此种合成纤维的商标名
helichrysum	蜡菊属植物
pressburg	=Bratislava
remodify	重新修改
remodify	改造
constabulary	警察的
constabulary	警察
constabulary	警官的
constabulary	警官
constabulary	警官队
constabulary	警察
bellhop	旅馆侍者
enamelware	搪瓷器
rochdale	principles罗奇代尔合作社原则
kerman	科曼地毯
czestochowa	琴斯托霍瓦
interjaculate	呈弧形射出
lewis	吊楔
lewis	起重爪
lewis	Lewis
lewis	刘易斯
assign	分配
assign	指派
assign	赋值
assign	将驱动器符重定向至第二个驱动器符
petting	抚摸
petting	爱抚
mammoplasty	乳房成形术
initializtion'	NULL)
conto	货币计算单位
devotement	奉献
devotement	献身
devotement	虔诚
devotement	专心
bolton	可用螺栓固定的
bolton	可用螺栓固定
premo	多媒体对象表示环境标准
diabolatry	魔鬼崇拜
clidomancy	钥匙占卜
hairy	多毛的
hairy	多毛
hairy	毛似的
hairy	毛似
irene	女性名
irene	和平女神
fosbury	背越式跳高
fosbury	福斯贝利式跳高
plasmolyze	质壁分离
anoa	小野牛
ethylic	乙基属的
